areasymbol,areaname,musym,natmusym,muname,map_order,mukey,dmu_nasis_group,coiid,compname,localphase,comppct_r,comp_acres,majcompflag,compkind,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,particle_size_class,diag_features,temp_regime,moisture_subclass,moisture_regime,MLRA_NASIS,ecosite_id,ecosite_name,rangeprod_l,rangeprod_r,rangeprod_h,oth_veg_class_type,oth_veg_class_id,oth_veg_class_name,coforprod_plantsyms,coeplants_plantsyms,cocanopy_plantsyms,map_l_in,map_r_in,map_h_in,maat_l_f,maat_r_f,maat_h_f,ffd_l,ffd_r,ffd_h,elev_l_ft,elev_r_ft,elev_h_ft,slope_l,slope_r,slope_h,aspect_rep,aspect_cw,aspect_ccw,landscape,landform,geomorph_comp,hillslope_profile,slope_shp_across_down,parent_material,restrict_kind,restrict_depth_l_in,restrict_depth_r_in,restrict_depth_h_in,soil_depth_l_in,soil_depth_r_in,soil_depth_h_in,o_horizon_depth_in,ksat_l_0_10_in,ksat_l_10_40_in,ksat_l_0_40_in,awc_l_0_10_in,awc_r_0_10_in,awc_h_0_10_in,awc_l_0_40_in,awc_r_0_40_in,awc_h_0_40_in,surf_texture,frags_r_2mm_3in_on_surf,frags_lo_2mm_3in_on_surf,frags_hi_2mm_3in_on_surf,frags_r_gt_3in_on_surf,frags_lo_gt_3in_on_surf,frags_hi_gt_3in_on_surf,surfhzn_frags_r_2mm-3in,surfhzn_frags_r_gt_3in,subsurf_frags_r_2mm-3in,subsurf_frags_lo_2mm-3in,subsurf_frags_hi_2mm-3in,subsurf_frags_r_gt_3in,subsurf_frags_lo_gt_3in,subsurf_frags_hi_gt_3in,albedo_dry_r,clay_r_surf_,clay_r_max_0_20in,surf_structure,pH_l_0_10in,pH_h_0_10in,pH_l_10_40in,pH_h_10_40in,CaCO3_l_0_10in,CaCO3_h_0_10in,CaCO3_l_10_40in,CaCO3_h_10_40in,SAR_l_0_10in,SAR_h_0_10in,SAR_l_10_40in,SAR_h_10_40in,EC_l_0_10in,EC_h_0_10in,EC_l_10_40in,EC_h_10_40in,water_table_l_in,water_table_h_in,water_table_months,drainage_class,flood_freq,flood_dur,pond_freq,pond_dur,pond_depth_h,pond_depth_l,pond_depth_rv
CA792,"Sequoia and Kings Canyon National Parks, California",2137,2tbf2,"Canisrocks-Typic Cryorthents, warm-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2777244,2-SON SEKI,2405849,Typic Cryorthents,warm,20,5525,yes,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,R022AB010CA,Subalpine Sandy Talus,,,,,,,,,,25,35,55,32,36,39,55,75,100,7460,10480,12370,30,47,75,300,90,270,mountains,talus slopes on mountain slopes,mountainflank,backslope,linear/linear,talus derived from granite,,,,,,59,,0,high,high,high,0.1,0.1,0.5,0.4,0.4,2,STX-LS,5,2,43,65,42,100,5,80,36,15,38,21,19,47,0.3,0,0,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2137,2tbf2,"Canisrocks-Typic Cryorthents, warm-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2777244,2-SON SEKI,2250540,Rock outcrop,granitic,15,4144,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,25,35,55,32,36,39,55,75,100,7460,10600,12370,30,60,100,180,360,0,mountains,mountain slopes,,,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2137,2tbf2,"Canisrocks-Typic Cryorthents, warm-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2777244,2-SON SEKI,2405874,Glacierpoint,,12,3315,no,series,Inceptisols,Cryepts,Humicryepts,Xeric Humicryepts,sandy-skeletal,umbric epipedon(0-12),Cryic,Typic,Xeric,22A,R022AB010CA,Subalpine Sandy Talus,,,,,,,,,,25,35,55,32,36,39,55,75,100,7460,10060,12370,15,60,75,155,270,90,mountains,talus slopes on mountain slopes,lower third of mountainflank,footslope,convex/convex,colluvium derived from granite,,,,,,59,,0,high,high,high,0.2,0.3,1.1,0.6,1,2.9,GRV-LS,15,4,19,45,19,63,35,5,38,19,45,12,12,33,0.09,4,5,strong very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2137,2tbf2,"Canisrocks-Typic Cryorthents, warm-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2777244,2-SON SEKI,2775979,McDermand,,10,2762,no,series,Entisols,Orthents,Cryorthents,Vitrandic Cryorthents,sandy-skeletal,"umbric epipedon(0-10), lithic contact(20-79)",Cryic,Oxyaquic,Xeric,22A,R022AX008CA,Moist Bedrock Pockets,,,,,,,,,,25,35,55,32,36,39,55,75,100,7460,11000,12370,2,10,30,200,360,0,mountains,swales on mountain slopes,mountainflank,"footslope, toeslope",concave/concave,slope alluvium over residuum weathered from granite,Lithic bedrock,20,20,59,,20,,0,high,high,high,0.2,0.7,1.4,0.3,0.9,2.1,MK-FSL,5,0,10,20,2,43,5,0,17,18,31,4,7,21,0.16,8,8,moderate very fine granular structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,12,47,"May, June",moderately well,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2137,2tbf2,"Canisrocks-Typic Cryorthents, warm-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2777244,2-SON SEKI,2250537,Isosceles,,10,2762,no,series,Inceptisols,Cryepts,Humicryepts,Lithic Humicryepts,loamy,"umbric epipedon(0-9), cambic horizon(9-17), lithic contact(17-79)",Cryic,Typic,Xeric,22A,R022AB006CA,Bedrock Fissures,,,,,,,,,,25,35,55,32,36,39,55,75,100,7460,11050,12370,2,2,30,40,360,0,mountains,structural benches on mountain slopes,mountainflank,backslope,linear/linear,slope alluvium over residuum weathered from granite,Lithic bedrock,10,17,20,,17,,0,high,high,high,0.5,1.1,1.7,1.1,1.9,2.9,LFS,10,2,48,7,2,38,5,1,10,0,23,2,0,12,0.16,4,14,weak fine granular structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2137,2tbf2,"Canisrocks-Typic Cryorthents, warm-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2777244,2-SON SEKI,2669340,Forgotten,steep,10,2762,no,series,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(22-59)",Cryic,Oxyaquic,Xeric,22A,R022AX002CA,Cryic moist talus slopes,,,,,,,,,,25,35,55,32,36,39,55,75,100,7460,9520,12370,10,13,45,115,360,0,mountains,high-gradient drainageways on mountain slopes,mountainbase,footslope,concave/concave,colluvium and/or slope alluvium derived from granite,,,,,,59,,1,high,high,high,0.5,0.6,1.9,0.9,1.3,4.3,GRX-COS,2,0,10,18,2,33,20,0,21,18,40,4,7,30,0.09,15,15,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"January, February, March, April, May, June, July, August, September, October, November, December",moderately well,frequent,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2250148,Rock outcrop,granitic,40,15069,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,23,35,51,34,36,39,55,75,90,8010,10260,12320,30,60,100,180,360,0,mountains,glacial-valley walls,,,linear/linear,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2405942,Typic Cryorthents,warm,15,5651,yes,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,R022AB010CA,Subalpine Sandy Talus,,,,,,,,,,23,35,51,34,36,39,55,75,90,8010,10480,12320,30,47,75,300,90,270,mountains,talus slopes on glacial-valley walls,mountainflank,backslope,linear/linear,talus derived from granite,,,,,,59,,0,high,high,high,0.1,0.1,0.5,0.4,0.4,2,STX-LS,5,2,43,65,42,100,5,80,36,15,38,21,19,47,0.3,0,0,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2250149,Canisrocks,,15,5651,yes,series,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,F022AB100CA,"Subalpine, sandy-skeletal, moderately steep slopes",,,,,,,,,"PIAL, PIBA, PICOM",23,35,51,34,36,39,55,75,90,8010,10260,12320,30,42,60,271,360,0,mountains,glacial-valley walls,center third of mountainflank,backslope,linear/linear,colluvium and/or till derived from granite,,,,,,63,,2,high,high,high,0.2,0.5,0.8,0.6,1.6,2.5,STV-SL,15,7,38,40,13,62,0,0,23,16,27,11,11,33,0.09,8,15,weak fine subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2669345,Langille,moist,9,3390,no,series,Inceptisols,Cryepts,Dystrocryepts,Vitrixerandic Dystrocryepts,loamy-skeletal,"ochric epipedon(0-7), cambic horizon(5-22), lithic contact(22-79)",Cryic,Typic,Xeric,22A,F022AB113CA,Southern Gravelly Loamy Slopes,,,,,,,,,,23,35,51,34,36,39,55,75,90,8010,10830,12320,15,33,60,240,360,0,mountains,glacial-valley walls,center third of mountainflank,backslope,linear/linear,colluvium and/or residuum weathered from granite,Lithic bedrock,20,22,39,,22,,2,high,high,high,0.5,0.7,1.2,1.1,1.6,2.6,GR-SL,5,0,5,25,4,66,10,0,29,18,37,3,7,22,0.02,5,15,weak very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2669344,Isosceles,warm,7,2637,no,series,Inceptisols,Cryepts,Humicryepts,Lithic Humicryepts,loamy,"umbric epipedon(0-15), lithic contact(15-79)",Cryic,Typic,Xeric,22A,R022AB004CA,Shallow Sandy Bedrock Slopes,,,,,,,,,,23,35,51,34,36,39,55,75,90,8010,10940,12320,15,40,45,130,270,90,mountains,structural benches on glacial-valley walls,center third of mountainflank,backslope,convex/linear,colluvium over residuum weathered from granite,Lithic bedrock,10,15,20,,15,,0,high,high,high,0.5,0.6,1.7,0.8,1,2.5,GR-LS,10,2,48,7,2,38,20,0,22,0,27,0,0,8,0.23,4,9,weak medium granular structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2405871,Glacierpoint,,7,2637,no,series,Inceptisols,Cryepts,Humicryepts,Xeric Humicryepts,sandy-skeletal,umbric epipedon(0-12),Cryic,Typic,Xeric,22A,R022AB010CA,Subalpine Sandy Talus,,,,,,,,,,23,35,51,34,36,39,55,75,90,8010,10060,12320,15,60,75,155,270,90,mountains,talus slopes on glacial-valley walls,mountainflank,backslope,convex/convex,colluvium derived from granite,,,,,,59,,0,high,high,high,0.2,0.3,1.1,0.6,1,2.9,GRV-LS,15,4,19,45,19,63,35,5,38,19,45,12,12,33,0.09,4,5,strong very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2250152,Isosceles,,5,1884,no,series,Inceptisols,Cryepts,Humicryepts,Lithic Humicryepts,loamy,"umbric epipedon(0-9), cambic horizon(9-17), lithic contact(17-79)",Cryic,Typic,Xeric,22A,R022AB006CA,Bedrock Fissures,,,,,,,,,,23,35,51,34,36,39,55,75,90,8010,11050,12320,2,2,30,40,90,270,mountains,structural benches on glacial-valley walls,center third of mountainflank,backslope,convex/linear,slope alluvium over residuum weathered from granite,Lithic bedrock,10,17,20,,17,,0,high,high,high,0.5,1.1,1.7,1.1,1.9,2.9,LFS,10,2,48,7,2,38,5,1,10,0,23,2,0,12,0.16,4,14,weak fine granular structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2138,2r1c4,"Rock outcrop, granitic-Canisrocks-Typic Cryorthents, warm complex, 30 to 100 percent slopes",order 3,2777231,2-SON SEKI,2405943,Forgotten,steep,2,753,no,series,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(22-59)",Cryic,Oxyaquic,Xeric,22A,R022AX002CA,Cryic moist talus slopes,,,,,,,,,,23,35,51,34,36,39,55,75,90,8010,9520,12320,10,13,45,115,360,0,mountains,high-gradient drainageways on glacial-valley walls,mountainbase,footslope,concave/concave,colluvium and/or slope alluvium derived from granite,,,,,,59,,1,high,high,high,0.5,0.6,1.9,0.9,1.3,4.3,GRX-COS,2,0,10,18,2,33,20,0,21,18,40,4,7,30,0.09,15,15,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"January, February, March, April, May, June, July, August, September, October, November, December",moderately well,frequent,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2140,2w86k,"Siberian, dry-Canisrocks, dry complex, 15 to 60 percent slopes",order 3,2924687,2-SON SEKI,2405902,Siberian,dry,45,12423,yes,series,Entisols,Orthents,Cryorthents,Vitrandic Cryorthents,sandy-skeletal,"ochric epipedon(0-7), densic contact(59-69), densic materials(59-69)",Cryic,Typic,Xeric,22A,F022AB114CA,Very Deep Southern Sandy Skeletal Slopes,,,,,,,,,"PIBA, PICOM",20,32,48,34,37,41,55,75,95,8430,10090,12340,15,33,50,310,25,90,mountains,moraines on mountain slopes,"mountainflank, side slope",backslope,linear/linear,till derived from granite,Densic material,39,59,79,,69,,1,high,high,high,0.7,0.9,1.3,1.1,1.8,2.9,CBV-LS,25,2,33,24,4,76,20,0,26,13,37,13,12,37,0.17,15,15,weak fine subangular blocky structure parts to weak fine granular structure,5,5.8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2140,2w86k,"Siberian, dry-Canisrocks, dry complex, 15 to 60 percent slopes",order 3,2924687,2-SON SEKI,2405900,Canisrocks,dry,25,6902,yes,series,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,F022AB114CA,Very Deep Southern Sandy Skeletal Slopes,,,,,,,,,"PIBA, PICOM",20,32,48,34,37,41,55,75,95,8430,10920,12340,30,32,60,340,30,80,mountains,mountain slopes,"mountainflank, side slope",backslope,linear/linear,colluvium derived from granite,,,,,,65,,0,high,high,high,0.1,0.1,0.5,0.4,0.4,2,CBV-COS,30,2,33,40,4,81,32,25,33,16,44,14,13,42,0.23,1,1,weak medium subangular blocky structure,5,6,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2140,2w86k,"Siberian, dry-Canisrocks, dry complex, 15 to 60 percent slopes",order 3,2924687,2-SON SEKI,2405958,Typic Cryorthents,warm,10,2761,no,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,R022AB010CA,Subalpine Sandy Talus,,,,,,,,,,20,32,48,34,37,41,55,75,95,8430,10480,12340,30,47,60,300,360,0,mountains,talus slopes on mountain slopes,mountainflank,backslope,convex/convex,talus derived from granite,,,,,,59,,0,high,high,high,0.1,0.1,0.5,0.4,0.4,2,STX-LS,5,2,43,65,42,100,5,80,36,15,38,21,19,47,0.3,0,0,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2140,2w86k,"Siberian, dry-Canisrocks, dry complex, 15 to 60 percent slopes",order 3,2924687,2-SON SEKI,2775966,Lapin,,10,2761,no,series,Entisols,Orthents,Cryorthents,Vitrandic Cryorthents,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(17-41), densic contact(22-41), densic materials(22-41)",Cryic,Typic,Xeric,22A,F022AB113CA,Southern Gravelly Loamy Slopes,,,,,,,,,"PIAL, PIBA, PICOM",20,32,48,34,37,41,55,75,95,8430,10710,12340,5,12,25,300,45,135,mountains,moraines on mountain slopes,"mountainflank, mountaintop","backslope, shoulder","linear/linear, linear/convex",till derived from granite,Densic material,20,22,39,,41,,0,high,moderately high,moderately high,0.3,0.5,0.9,0.8,1.6,3.5,GR-LCOS,8,6,34,19,2,43,10,5,23,19,45,3,6,18,0.23,5,5,weak medium granular structure,4.7,6,5.2,6,0,0,0,0,0,0,0,0,0,0,0,0,16,39,"April, May, June",moderately well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2140,2w86k,"Siberian, dry-Canisrocks, dry complex, 15 to 60 percent slopes",order 3,2924687,2-SON SEKI,2485184,Rock outcrop,granitic,5,1380,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,20,32,48,34,37,41,55,75,95,8430,10830,12340,15,45,70,180,360,0,mountains,mountain slopes,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2140,2w86k,"Siberian, dry-Canisrocks, dry complex, 15 to 60 percent slopes",order 3,2924687,2-SON SEKI,2405959,Raelakes,,3,828,no,series,Inceptisols,Cryepts,Humicryepts,Vitrixerandic Humicryepts,sandy-skeletal,"umbric epipedon(0-32), lithic contact(32-79)",Cryic,Typic,Xeric,22A,R022AB009CA,Subalpine Moderately Deep Loamy-Skeletal Slopes,,,,,,,,,,20,32,48,34,37,41,55,75,95,8430,11100,12340,15,24,25,125,360,0,mountains,structural benches on mountain slopes,"mountainflank, mountaintop","backslope, shoulder",linear/linear,till over residuum weathered from granite,Lithic bedrock,20,32,39,,32,,0,high,high,high,0.2,0.7,1.3,0.4,1.2,3.9,CB-SL,8,2,33,27,2,43,2,21,21,9,28,20,16,47,0.23,5,5,weak very fine granular structure,4.8,6.5,5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2140,2w86k,"Siberian, dry-Canisrocks, dry complex, 15 to 60 percent slopes",order 3,2924687,2-SON SEKI,2775967,Forgotten,,2,552,no,series,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,sandy-skeletal,"umbric epipedon(0-9), cambic horizon(18-26)",Cryic,Oxyaquic,Xeric,22A,R022AX006CA,"High Gradient, Glacially Scoured Headwater Riverine",,,,,,,,,,20,32,48,34,37,41,55,75,95,8430,9520,12340,10,15,35,115,360,0,mountains,high gradient drainageways on mountain slopes,lower third of mountainflank,footslope,concave/concave,colluvium and/or slope alluvium derived from granite,,,,,,59,,0,high,high,high,0.4,0.6,1.6,1.2,2.1,4.2,GR-SL,2,0,10,18,2,33,15,0,21,12,31,13,13,33,0.09,15,15,strong very fine granular structure,4.8,6.5,4.8,6,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"January, February, March, April, May, June, July, August, September, October, November, December",moderately well,frequent,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2147,2w86q,"Typic Cryorthents, warm-Rock outcrop, granitic-McGee complex, 5 to 60 percent slopes",order 3,2924692,2-SON SEKI,2405930,Typic Cryorthents,warm,26,1523,yes,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,R022AB010CA,Subalpine Sandy Talus,,,,,,,,,,31,42,54,31,36,39,50,75,90,8810,10480,11860,15,26,45,300,360,0,mountains,talus slopes on broadly concave mountain slopes,center third of mountainflank,backslope,linear/linear,talus derived from granite,,,,,,59,,0,high,high,high,0.1,0.1,0.5,0.4,0.4,2,STX-LS,5,2,43,65,42,100,5,80,36,15,38,21,19,47,0.3,0,0,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2147,2w86q,"Typic Cryorthents, warm-Rock outcrop, granitic-McGee complex, 5 to 60 percent slopes",order 3,2924692,2-SON SEKI,2405921,Rock outcrop,granitic,25,1465,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,31,42,54,31,36,39,50,75,90,8810,10580,11860,10,25,60,180,360,0,mountains,structural benches on broadly concave mountain slopes,,,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2147,2w86q,"Typic Cryorthents, warm-Rock outcrop, granitic-McGee complex, 5 to 60 percent slopes",order 3,2924692,2-SON SEKI,2405928,McGee,,15,879,yes,series,Inceptisols,Cryepts,Dystrocryepts,Vitrixerandic Dystrocryepts,loamy-skeletal,"ochric epipedon(0-7), albic horizon(6-12), cambic horizon(12-31), redox concentrations(22-31), reduced matrix(31-59), densic materials(31-59), densic contact(31-59)",Cryic,Oxyaquic,Xeric,22A,F022AB108CA,Very Deep Skeletal Concave North Slopes,,,,,,,,,"PIAL, PICOM",31,42,54,31,36,39,50,75,90,8810,10440,11860,5,10,30,46,360,0,mountains,ground moraines on broadly concave mountain slopes,mountainbase,"footslope, toeslope",concave/concave,colluvium and/or till derived from granite,Densic material,20,31,39,,59,,6,high,moderately high,moderately high,0.4,0.7,1,1.8,3.6,4.7,STV-LS,0,0,10,7,2,33,0,5,15,18,34,6,7,28,0.11,2,15,weak fine subangular blocky structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,10,30,"May, June, July",moderately well,none,,frequent,brief,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",2147,2w86q,"Typic Cryorthents, warm-Rock outcrop, granitic-McGee complex, 5 to 60 percent slopes",order 3,2924692,2-SON SEKI,2775977,Ledumhill,,14,820,no,series,Inceptisols,Aquepts,Cryaquepts,Aquandic Cryaquepts,sandy-skeletal,"umbric epipedon(2-18), redox depletions with chroma 2 or less(8-28), redox concentrations(8-33), aquic conditions(8-79), reduced matrix(28-59)",Cryic,Typic,Aquic,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,31,42,54,31,36,39,50,75,90,8810,10100,11860,2,10,20,220,360,0,mountains,seeps on broadly concave mountain slopes,mountainbase,footslope,concave/linear,"organic material over alluvium, slope alluvium, and/or till derived from granite",,,,,,59,,2,moderately high,high,moderately high,0.9,1.5,2.1,1.7,3.3,5,MPT,0,0,5,3,1,14,0,0,10,8,16,16,17,46,0.02,25,25,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,"May, June, July",poorly,occasional,brief,frequent,brief,8,0,4
CA792,"Sequoia and Kings Canyon National Parks, California",2147,2w86q,"Typic Cryorthents, warm-Rock outcrop, granitic-McGee complex, 5 to 60 percent slopes",order 3,2924692,2-SON SEKI,2775972,Rockcreek,,9,527,no,series,Inceptisols,Aquepts,Cryaquepts,Histic Cryaquepts,sandy-skeletal,"histic epipedon(0-10), aquic conditions(0-79), redox concentrations(16-65), redox depletions with chroma 2 or less(30-47)",Cryic,Typic,Aquic,22A,R022AX009CA,Subalpine Discharge Slopes,,,,,,,,,,31,42,54,31,36,39,50,75,90,8810,10050,11860,10,25,30,4,360,0,mountains,seeps on broadly concave mountain slopes,lower third of mountainflank,backslope,concave/linear,"organic material over alluvium, slope alluvium, and/or till derived from granite",,,,,,65,,16,moderately high,moderately high,moderately high,3,4,5.4,4.7,6.6,9.5,MUCK,0,1,14,5,2,43,0,0,26,23,52,2,2,25,0.02,25,25,structureless massive structure,5.6,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,10,20,"May, June, July",poorly,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2147,2w86q,"Typic Cryorthents, warm-Rock outcrop, granitic-McGee complex, 5 to 60 percent slopes",order 3,2924692,2-SON SEKI,2669347,Benchlake,moist,9,527,no,series,Entisols,Orthents,Cryorthents,Lithic Cryorthents,sandy-skeletal,"ochric epipedon(0-7), lithic contact(10-79)",Cryic,Typic,Xeric,22A,R022AB001CA,Shallow Dry Bedrock Pockets,,,,,,,,,,31,42,54,31,36,39,50,75,90,8810,10630,11860,5,7,35,235,360,0,mountains,structural benches on broadly concave mountain slopes,mountainflank,backslope,linear/linear,colluvium over residuum weathered from granite,Lithic bedrock,10,10,20,,10,,0,high,high,high,0.1,0.4,0.8,0.1,0.4,0.8,CBV-LS,15,7,43,60,9,100,25,20,33,14,45,15,11,32,0.04,6,6,"weak medium granular structure, and weak fine granular structure",4.5,6,,,0,0,,,0,0,,,0,0,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2147,2w86q,"Typic Cryorthents, warm-Rock outcrop, granitic-McGee complex, 5 to 60 percent slopes",order 3,2924692,2-SON SEKI,2405924,Water,,2,117,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,31,42,54,31,36,39,50,75,90,8810,11150,11860,2,3,10,180,360,0,mountains,"broadly concave mountain slopes, streams",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
